1,15.861406548293107
1.1,16.29180745591632
1.2,16.691433988607994
1.3,17.064972412914646
1.4,17.416094175460174
1.5,17.74773113195269
1.6,18.062263057257454
1.7,18.36164905200415
1.8,18.647521899411334
1.9,18.921257268708665
2.0,19.1840254240466
2.1,19.43683050387634
10,29.514315078922333
11.1,30.363542625060774
12,31.014703986448637
17.65,34.448087520521476
19,35.14291619626728
21.2,36.19767869845261
23,36.99850152755594
31.3,40.13917106867839
41.4,43.114608870020206
51.5,45.49267649956022
52.78,45.76215397076069
61.6,47.46435817361366
62,47.53582499869363
67,48.39281392907263
71.7,49.14250810716726
73,49.341224619607615
73.8,49.461757896350285
81.8,50.599485127044375
91.9,51.8844012429801
93,52.01553047814893
100,52.81436723101242
100.0,52.81436723101242
198.2,60.237601705879435
358.9,66.55867984835785
992.3,77.62559491366495
1000,77.71297226015068
10000,108.34536534227077
10039,108.40732009052388
100000,153.82335760957454
1000000,224.58194604738347
